species,catalog,catalog_id,p,N,matches_checked,FR,FA,cost
melon_headed_whale,Melon-headed Whales-Cascadia,melon_headed_whale-0,0.401595897,3294,45,0.004163197,0,1627
melon_headed_whale,Melon-headed Whales-Cascadia,melon_headed_whale-0,0.401595897,3294,50,0.004163197,0,1652
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,1,0.134920635,0.333333333,126
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,5,0.325396825,0,326
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,10,0.246031746,0,513
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,15,0.206349206,0,663
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,20,0.166666667,0,787
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,25,0.166666667,0,892
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,30,0.150793651,0,994
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,35,0.142857143,0,1087
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,40,0.134920635,0,1173
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,45,0.134920635,0,1258
minke_whale,Minke-Whale-Husavik,minke_whale-0,0.410358058,224,50,0.126984127,0,1342
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,1,0.007177033,0.282296651,418
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,5,0.011961722,0.004784689,655
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,10,0.009569378,0,684
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,15,0.002392344,0,697
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,20,0.002392344,0,702
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,25,0,0,705
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,30,0,0,705
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,35,0,0,705
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,40,0,0,705
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,45,0,0,705
minke_whale,Minke-Whale-Salish-Sea,minke_whale-1,0.799420053,45,50,0,0,705
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,1,0,0.020408163,49
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,5,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,10,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,15,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,20,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,25,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,30,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,35,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,40,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,45,0,0,51
pygmy_killer_whale,AET-Pygmy Killer Whales,pygmy_killer_whale-0,0.425021041,56,50,0,0,51
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,1,0.210526316,0.087719298,57
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,5,0.175438596,0,106
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,10,0.157894737,0,153
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,15,0.157894737,0,198
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,20,0.140350877,0,239
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,25,0.122807018,0,277
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,30,0.105263158,0,308
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,35,0.105263158,0,338
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,40,0.105263158,0,368
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,45,0.105263158,0,398
rough_toothed_dolphin,AET-Rough-toothed dolphin,rough_toothed_dolphin-0,0.404145124,113,50,0.105263158,0,428
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,1,0.018050542,0.064981949,277
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,5,0.025270758,0,333
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,10,0.014440433,0,359
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,15,0.007220217,0,372
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,20,0.003610108,0,378
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,25,0.003610108,0,383
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,30,0,0,387
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,35,0,0,387
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,40,0,0,387
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,45,0,0,387
sei_whale,FC_SEI_WHALES,sei_whale-0,0.413052503,476,50,0,0,387
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,1,0.182926829,0.158536585,82
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,5,0.231707317,0,173
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,10,0.195121951,0,256
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,15,0.146341463,0,327
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,20,0.134146341,0,385
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,25,0.134146341,0,440
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,30,0.134146341,0,495
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,35,0.12195122,0,548
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,40,0.12195122,0,598
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,45,0.12195122,0,648
short_finned_pilot_whale,AET-Globis,short_finned_pilot_whale-0,0.417045444,115,50,0.12195122,0,698
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,1,0.024074074,0.027777778,540
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,5,0.033333333,0,636
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,10,0.024074074,0,711
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,15,0.02037037,0,769
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,20,0.018518519,0,822
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,25,0.016666667,0,871
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,30,0.016666667,0,916
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,35,0.012962963,0,957
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,40,0.012962963,0,992
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,45,0.012962963,0,1027
short_finned_pilot_whale,PIFSC Marianas short-finned pilot whales,short_finned_pilot_whale-1,0.418687665,511,50,0.012962963,0,1062
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,1,0.019417476,0.087378641,206
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,5,0.009708738,0,236
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,10,0.004854369,0,246
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,15,0.004854369,0,251
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,20,0.004854369,0,256
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,25,0.004854369,0,261
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,30,0.004854369,0,266
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,35,0.004854369,0,271
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,40,0.004854369,0,276
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,45,0.004854369,0,281
short_finned_pilot_whale,PWF-Pilot Whales,short_finned_pilot_whale-2,0.403199484,486,50,0.004854369,0,286
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,1,0.311746988,0.147590361,664
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,5,0.218373494,0,1545
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,10,0.155120482,0,2180
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,15,0.134036145,0,2657
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,20,0.115963855,0,3075
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,25,0.106927711,0,3444
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,30,0.097891566,0,3789
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,35,0.094879518,0,4112
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,40,0.09186747,0,4425
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,45,0.084337349,0,4722
southern_right_whale,Southern-Right-Whales-Johnston,southern_right_whale-0,0.406576895,1350,50,0.078313253,0,4997
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,1,0.027272727,0.081818182,110
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,5,0.054545455,0.009090909,152
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,10,0.036363636,0,177
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,15,0.027272727,0,196
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,20,0.009090909,0,207
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,25,0.009090909,0,212
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,30,0.009090909,0,217
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,35,0.009090909,0,222
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,40,0.009090909,0,227
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,45,0.009090909,0,232
spinner_dolphin,Botlenose-Dolphin-Underwater,spinner_dolphin-0,0.497084236,42,50,0.009090909,0,237
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,1,0.037444934,0.035242291,454
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,5,0.039647577,0,553
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,10,0.039647577,0,643
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,15,0.039647577,0,733
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,20,0.039647577,0,823
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,25,0.039647577,0,913
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,30,0.039647577,0,1003
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,35,0.037444934,0,1091
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,40,0.037444934,0,1176
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,45,0.037444934,0,1261
spinner_dolphin,PIFSC Marianas spinner dolphins,spinner_dolphin-1,0.407494359,746,50,0.037444934,0,1346
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,1,0.032806804,0.077764277,823
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,5,0.029161604,0,1027
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,10,0.018226002,0,1127
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,15,0.018226002,0,1202
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,20,0.015795869,0,1274
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,25,0.015795869,0,1339
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,30,0.015795869,0,1404
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,35,0.015795869,0,1469
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,40,0.015795869,0,1534
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,45,0.014580802,0,1596
spinner_dolphin,PWF-Spinner Dolphins,spinner_dolphin-2,0.413029363,1421,50,0.014580802,0,1656
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,1,0.064516129,0.086021505,93
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,5,0.075268817,0,133
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,10,0.075268817,0,168
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,15,0.064516129,0,200
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,20,0.064516129,0,230
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,25,0.064516129,0,260
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,30,0.064516129,0,290
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,35,0.064516129,0,320
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,40,0.064516129,0,350
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,45,0.053763441,0,376
spotted_dolphin,AET-Pantropical Spotted Dolphins,spotted_dolphin-0,0.427423148,102,50,0.043010753,0,397
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,1,0.019886364,0.144886364,352
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,5,0.011363636,0,459
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,10,0.011363636,0,479
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,15,0.011363636,0,499
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,20,0.011363636,0,519
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,25,0.011363636,0,539
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,30,0.011363636,0,559
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,35,0.011363636,0,579
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,40,0.008522727,0,599
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,45,0.008522727,0,614
spotted_dolphin,PWF-Spotted Dolphins,spotted_dolphin-1,0.408361482,685,50,0.005681818,0,625
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,1,0.012903226,0.15483871,155
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,5,0.025806452,0,198
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,10,0.025806452,0,218
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,15,0.025806452,0,238
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,20,0.025806452,0,258
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,25,0.025806452,0,278
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,30,0.025806452,0,298
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,35,0.025806452,0,318
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,40,0.025806452,0,338
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,45,0.025806452,0,358
white_sided_dolphin,Pacific White-sided Dolphin,white_sided_dolphin-0,0.401587904,435,50,0.025806452,0,378
